case_id,battery_id,source_record_id,manufacturer,model_name,canonical_model,vehicle_year,mileage_km,capacity_kwh,chemistry,battery_count,current_year,inspection_date,origin_type,origin_name,origin_region,origin_latitude,origin_longitude,flooded,leakage,overheated,swelling,impact,data_source,capacity_source,chemistry_source,location_source,is_demo,expected_grade,expected_recommended_path,expected_required_diagnostic_capability,expected_collection_route,expected_data_confidence,expected_soh_proxy_score,expected_reuse_score,expected_recycle_score
CASE_000174,BAT_000174,TS_118437,기아 주식회사,봉고Ⅲ 1톤 EV,Bongo III EV,2020,78368,58.8,NCM,1,2026,2024-10-05,scrapyard,광주전남폐차장,전남,35.152827,126.853724,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,67.9,68.9,69.4
CASE_000175,BAT_000175,TS_059097,기아 주식회사,쏘울 EV,Soul EV,2018,19928,30.0,NCM,1,2026,2024-06-13,scrapyard,부산권역폐차장,부산,35.253194,128.990012,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,72.4,70.1,61.8
CASE_000176,BAT_000176,TS_053470,현대자동차(주),아이오닉5 (IONIQ5),Ioniq 5,2022,131627,72.6,NCM,1,2026,2024-06-01,scrapyard,대구경북폐차장,경북,36.14578,128.322912,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,64.3,68.5,76.9
CASE_000177,BAT_000177,TS_092765,현대자동차(주),포터Ⅱ 일렉트릭 윙바디 (PORTERⅡ ELECTRIC),Porter II Electric,2021,58906,58.8,NCM,2,2026,2024-08-14,scrapyard,광주전남폐차장,전남,35.223223,126.86909,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,74.4,73.8,68.1
CASE_000178,BAT_000178,TS_056879,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),Kona Electric,2020,89212,64.0,NCM,1,2026,2024-06-10,scrapyard,경기남부폐차장,경기,37.289177,127.009929,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,65.9,69.7,76.6
CASE_000179,BAT_000179,TS_091860,현대자동차(주),코나 일렉트릭 (KONA ELECTRIC),Kona Electric,2020,82970,64.0,NCM,1,2026,2024-08-13,scrapyard,대전권역폐차장,대전,36.295379,127.370093,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,67.1,70.6,76.3
CASE_000180,BAT_000180,TS_119398,현대자동차(주),아이오닉6 (IONIQ6),Ioniq 6,2023,111925,77.4,NCM,1,2026,2024-10-07,scrapyard,대구경북폐차장,경북,36.117157,128.392292,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Yellow,reuse_or_recycle_after_diagnosis,kolas,NCM 전용 수거 루트,1.0,70.9,73.4,75.6
CASE_000181,BAT_000181,TS_160246,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2017,126454,28.0,NCM,1,2026,2024-12-11,scrapyard,대전권역폐차장,대전,36.30938,127.348079,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,52.2,54.9,65.8
CASE_000182,BAT_000182,TS_097449,한국지엠주식회사,CHEVROLET BOLT EV,Bolt EV,2018,143597,66.0,NCM,1,2026,2024-08-23,scrapyard,경기남부폐차장,경기,37.24546,126.944153,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,51.0,58.5,79.5
CASE_000183,BAT_000183,TS_085560,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2017,177993,28.0,NCM,1,2026,2024-08-01,scrapyard,대구경북폐차장,경북,36.172393,128.400983,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,50.0,53.2,66.2
CASE_000184,BAT_000184,TS_068450,기아 주식회사,쏘울 EV,Soul EV,2016,98632,30.0,NCM,1,2026,2024-07-01,scrapyard,부산권역폐차장,부산,35.234514,129.069826,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,57.2,58.7,64.8
CASE_000185,BAT_000185,TS_091398,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2017,233217,28.0,NCM,1,2026,2024-08-12,scrapyard,대구경북폐차장,경북,36.095037,128.330416,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,50.0,53.2,66.2
CASE_000186,BAT_000186,TS_120351,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2017,134846,28.0,NCM,1,2026,2024-10-08,scrapyard,대구경북폐차장,경북,36.08402,128.276811,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,50.7,53.8,66.1
CASE_000187,BAT_000187,TS_026040,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2018,147978,28.0,NCM,2,2026,2024-03-18,scrapyard,경기남부폐차장,경기,37.264747,127.017733,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,51.0,54.0,66.0
CASE_000188,BAT_000188,TS_059192,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2017,125560,28.0,NCM,1,2026,2024-06-13,scrapyard,충남중부폐차장,충남,36.77252,127.103882,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,52.4,55.0,65.8
CASE_000189,BAT_000189,TS_155114,기아 주식회사,쏘울 EV,Soul EV,2017,96164,30.0,NCM,2,2026,2024-12-03,scrapyard,경기남부폐차장,경기,37.24011,127.021953,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,57.7,59.0,64.7
CASE_000190,BAT_000190,TS_112792,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2017,150078,28.0,NCM,1,2026,2024-09-24,scrapyard,충남중부폐차장,충남,36.82602,127.074931,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,50.0,53.2,66.2
CASE_000191,BAT_000191,TS_121268,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2017,116573,28.0,NCM,1,2026,2024-10-10,scrapyard,부산권역폐차장,부산,35.252636,129.000885,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,54.0,56.2,65.5
CASE_000192,BAT_000192,TS_145417,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2017,106867,28.0,NCM,1,2026,2024-11-15,scrapyard,부산권역폐차장,부산,35.233507,128.998958,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,55.8,57.6,65.1
CASE_000193,BAT_000193,TS_004805,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2018,114496,28.0,NCM,1,2026,2024-01-17,scrapyard,부산권역폐차장,부산,35.132005,128.928296,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,55.4,57.3,65.2
CASE_000194,BAT_000194,TS_075995,기아 주식회사,쏘울 EV,Soul EV,2015,169242,30.0,NCM,1,2026,2024-07-15,scrapyard,충남중부폐차장,충남,36.825753,127.138372,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,50.0,53.2,66.2
CASE_000195,BAT_000195,TS_094622,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2017,131562,28.0,NCM,1,2026,2024-08-19,scrapyard,대전권역폐차장,대전,36.352921,127.456344,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,51.3,54.2,66.0
CASE_000196,BAT_000196,TS_007105,기아 주식회사,레이 전기차,Ray EV,2013,89528,16.4,NCM,2,2026,2024-01-25,scrapyard,인천권역폐차장,인천,37.470786,126.711219,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,58.9,59.9,64.5
CASE_000197,BAT_000197,TS_001751,기아 주식회사,쏘울 EV,Soul EV,2018,117804,30.0,NCM,1,2026,2024-01-06,scrapyard,충남중부폐차장,충남,36.871667,127.102094,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,54.8,56.8,65.3
CASE_000198,BAT_000198,TS_157750,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2017,157371,28.0,NCM,1,2026,2024-12-06,scrapyard,인천권역폐차장,인천,37.384087,126.70023,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,50.0,53.2,66.2
CASE_000199,BAT_000199,TS_129676,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2017,113765,28.0,NCM,1,2026,2024-10-23,scrapyard,충남중부폐차장,충남,36.794411,127.135434,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,54.5,56.6,65.3
CASE_000200,BAT_000200,TS_097812,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2017,130681,28.0,NCM,1,2026,2024-08-24,scrapyard,대전권역폐차장,대전,36.371082,127.323926,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,51.5,54.4,66.0
CASE_000201,BAT_000201,TS_137577,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2017,220530,28.0,NCM,1,2026,2024-11-05,scrapyard,충남중부폐차장,충남,36.759744,127.119654,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,50.0,53.2,66.2
CASE_000202,BAT_000202,TS_166914,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2017,108891,28.0,NCM,1,2026,2024-12-24,scrapyard,대전권역폐차장,대전,36.402058,127.370834,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,55.4,57.3,65.2
CASE_000203,BAT_000203,TS_128142,기아 주식회사,쏘울 EV,Soul EV,2016,153739,30.0,NCM,3,2026,2024-10-21,scrapyard,대구경북폐차장,경북,36.132392,128.409274,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,50.0,53.2,66.2
CASE_000204,BAT_000204,TS_074427,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2020,195244,38.3,NCM,1,2026,2024-07-11,scrapyard,부산권역폐차장,부산,35.24183,128.974504,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,57.0,58.5,64.8
CASE_000205,BAT_000205,TS_035836,기아 주식회사,쏘울 EV,Soul EV,2018,98379,30.0,NCM,1,2026,2024-04-22,scrapyard,대구경북폐차장,경북,36.099517,128.402976,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,58.3,59.5,64.6
CASE_000206,BAT_000206,TS_071464,한국지엠주식회사,CHEVROLET BOLT EV,Bolt EV,2018,154270,66.0,NCM,1,2026,2024-07-05,scrapyard,경기남부폐차장,경기,37.292082,126.989969,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,51.0,58.5,79.5
CASE_000207,BAT_000207,TS_042072,기아 주식회사,쏘울 EV,Soul EV,2015,172857,30.0,NCM,1,2026,2024-05-08,scrapyard,광주전남폐차장,전남,35.196897,126.873154,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,50.0,53.2,66.2
CASE_000208,BAT_000208,TS_013733,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2018,159103,28.0,NCM,2,2026,2024-02-17,scrapyard,대전권역폐차장,대전,36.358551,127.395679,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,51.0,54.0,66.0
CASE_000209,BAT_000209,TS_060865,기아 주식회사,쏘울 EV,Soul EV,2018,111027,30.0,NCM,1,2026,2024-06-17,scrapyard,경기남부폐차장,경기,37.271804,126.998183,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,56.0,57.8,65.0
CASE_000210,BAT_000210,TS_161545,기아 주식회사,쏘울 EV,Soul EV,2015,105121,30.0,NCM,1,2026,2024-12-13,scrapyard,광주전남폐차장,전남,35.168962,126.858809,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,56.1,57.8,65.0
CASE_000211,BAT_000211,TS_034402,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2018,187907,28.0,NCM,1,2026,2024-04-18,scrapyard,경기남부폐차장,경기,37.233383,127.071038,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,51.0,54.0,66.0
CASE_000212,BAT_000212,TS_058529,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2017,162308,28.0,NCM,1,2026,2024-06-12,scrapyard,광주전남폐차장,전남,35.154336,126.841267,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,50.0,53.2,66.2
CASE_000213,BAT_000213,TS_005770,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2018,162081,28.0,NCM,1,2026,2024-01-20,scrapyard,광주전남폐차장,전남,35.154162,126.793381,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,51.0,54.0,66.0
CASE_000214,BAT_000214,TS_009863,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2018,207795,28.0,NCM,1,2026,2024-02-03,scrapyard,대구경북폐차장,경북,36.132919,128.343985,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,51.0,54.0,66.0
CASE_000215,BAT_000215,TS_070010,한국지엠주식회사,CHEVROLET BOLT EV,Bolt EV,2018,153440,66.0,NCM,1,2026,2024-07-03,scrapyard,광주전남폐차장,전남,35.194494,126.821015,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,51.0,58.5,79.5
CASE_000216,BAT_000216,TS_144558,한국지엠주식회사,CHEVROLET BOLT EV,Bolt EV,2018,182001,66.0,NCM,1,2026,2024-11-14,scrapyard,경기남부폐차장,경기,37.226551,127.016618,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,51.0,58.5,79.5
CASE_000217,BAT_000217,TS_087491,한국지엠주식회사,CHEVROLET BOLT EV,Bolt EV,2018,140467,66.0,NCM,2,2026,2024-08-05,scrapyard,인천권역폐차장,인천,37.451925,126.702344,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,51.0,58.5,79.5
CASE_000218,BAT_000218,TS_078199,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2017,146469,28.0,NCM,1,2026,2024-07-18,scrapyard,인천권역폐차장,인천,37.508151,126.645502,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,50.0,53.2,66.2
CASE_000219,BAT_000219,TS_071490,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2019,164088,28.0,NCM,1,2026,2024-07-05,scrapyard,대구경북폐차장,경북,36.093474,128.288052,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,54.0,56.2,65.5
CASE_000220,BAT_000220,TS_043786,기아 주식회사,쏘울 EV,Soul EV,2018,105806,30.0,NCM,1,2026,2024-05-10,scrapyard,대전권역폐차장,대전,36.321621,127.401372,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,57.0,58.5,64.8
CASE_000221,BAT_000221,TS_103111,기아 주식회사,쏘울 EV,Soul EV,2018,101991,30.0,NCM,3,2026,2024-09-04,scrapyard,인천권역폐차장,인천,37.463381,126.686905,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,57.6,59.0,64.7
CASE_000222,BAT_000222,TS_135083,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2017,121574,28.0,NCM,1,2026,2024-10-31,scrapyard,대구경북폐차장,경북,36.149053,128.254834,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,53.1,55.6,65.6
CASE_000223,BAT_000223,TS_154827,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2017,91385,28.0,NCM,1,2026,2024-12-02,scrapyard,부산권역폐차장,부산,35.2126,129.00807,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,58.6,59.7,64.5
CASE_000224,BAT_000224,TS_032278,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2018,138398,28.0,NCM,1,2026,2024-04-12,scrapyard,경기남부폐차장,경기,37.310114,127.038133,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,51.1,54.1,66.0
CASE_000225,BAT_000225,TS_052026,기아 주식회사,쏘울 EV,Soul EV,2018,123634,30.0,NCM,1,2026,2024-05-29,scrapyard,광주전남폐차장,전남,35.189488,126.827614,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,53.7,56.0,65.5
CASE_000226,BAT_000226,TS_030444,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2018,100476,28.0,NCM,1,2026,2024-04-03,scrapyard,충남중부폐차장,충남,36.844564,127.067811,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,57.9,59.2,64.7
CASE_000227,BAT_000227,TS_078059,기아 주식회사,쏘울 EV,Soul EV,2016,141230,30.0,NCM,1,2026,2024-07-18,scrapyard,광주전남폐차장,전남,35.178894,126.881853,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,50.0,53.2,66.2
CASE_000228,BAT_000228,TS_041051,한국지엠주식회사,CHEVROLET BOLT EV,Bolt EV,2018,195522,66.0,NCM,1,2026,2024-05-03,scrapyard,부산권역폐차장,부산,35.293668,128.992827,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,51.0,58.5,79.5
CASE_000229,BAT_000229,TS_016632,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2018,117626,28.0,NCM,2,2026,2024-02-23,scrapyard,대구경북폐차장,경북,36.112319,128.427991,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,54.8,56.8,65.3
CASE_000230,BAT_000230,TS_117014,기아 주식회사,쏘울 EV,Soul EV,2016,106954,30.0,NCM,1,2026,2024-10-02,scrapyard,경기남부폐차장,경기,37.193477,127.043307,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,55.7,57.5,65.1
CASE_000231,BAT_000231,TS_044018,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2019,119454,28.0,NCM,1,2026,2024-05-10,scrapyard,대구경북폐차장,경북,36.175649,128.35817,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,57.5,58.9,64.8
CASE_000232,BAT_000232,TS_082065,기아 주식회사,쏘울 EV,Soul EV,2015,92680,30.0,NCM,1,2026,2024-07-26,scrapyard,광주전남폐차장,전남,35.143481,126.846758,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,58.3,59.5,64.6
CASE_000233,BAT_000233,TS_149425,현대자동차(주),아이오닉 일렉트릭(IONIQ ELECTRIC),Ioniq Electric,2017,163556,28.0,NCM,1,2026,2024-11-22,scrapyard,인천권역폐차장,인천,37.460076,126.733787,False,False,False,False,False,TS_CELL_VOLTAGE_METADATA,model_specs_seed_unverified,model_specs_seed_unverified,synthetic_scrapyard_region_jitter,True,Orange,recycle_candidate,basic,NCM 전용 수거 루트,1.0,50.0,53.2,66.2
